Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Date,Shipment_Date
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Office Supplies,Art,86.352,3.0,0.2,5.397,07/09/2019,09/09/2019
First Class,Corporate,United States,Macon,Georgia,31204.0,South,Technology,Accessories,32.97,3.0,0.0,12.8583,07/09/2019,14/09/2019
First Class,Corporate,United States,Macon,Georgia,31204.0,South,Technology,Accessories,83.88,4.0,0.0,30.1968,12/09/2019,19/09/2019
First Class,Consumer,United States,Cedar Rapids,Iowa,52402.0,Central,Technology,Phones,278.4,3.0,0.0,80.736,20/09/2019,20/09/2019
First Class,Consumer,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Labels,15.12,3.0,0.2,4.914,20/09/2019,23/09/2019
First Class,Consumer,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,17.43,1.0,0.7,-13.363,20/09/2019,27/09/2019
First Class,Consumer,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Paper,251.64,3.0,0.2,88.074,20/09/2019,27/09/2019
Standard Class,Consumer,United States,Austin,Texas,78745.0,Central,Office Supplies,Binders,2.772,7.0,0.8,-4.851,22/09/2019,24/09/2019
Standard Class,Consumer,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Storage,14.9,5.0,0.0,1.043,22/09/2019,27/09/2019
Standard Class,Home Office,United States,New York City,New York,10035.0,East,Office Supplies,Art,15.48,3.0,0.0,4.4892,25/09/2019,29/09/2019
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Furniture,Furnishings,39.88,2.0,0.0,11.1664,26/09/2019,30/09/2019
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Binders,12.192,4.0,0.2,4.1148,26/09/2019,30/09/2019
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Art,20.82,3.0,0.0,7.4952,28/09/2019,30/09/2019
First Class,Home Office,United States,San Francisco,California,94122.0,West,Office Supplies,Binders,13.216,4.0,0.2,4.4604,28/09/2019,30/09/2019
First Class,Home Office,United States,San Francisco,California,94122.0,West,Office Supplies,Paper,32.4,5.0,0.0,15.552,05/10/2019,11/10/2019
Standard Class,Consumer,United States,San Diego,California,92105.0,West,Office Supplies,Supplies,32.94,3.0,0.0,9.2232,05/10/2019,11/10/2019
Standard Class,Consumer,United States,San Diego,California,92105.0,West,Office Supplies,Paper,114.2,5.0,0.0,52.532,05/10/2019,11/10/2019
Standard Class,Consumer,United States,San Diego,California,92105.0,West,Office Supplies,Labels,3.08,1.0,0.0,1.4784,06/10/2019,10/10/2019
Standard Class,Consumer,United States,Pueblo,Colorado,81001.0,West,Office Supplies,Appliances,845.7280000000001,13.0,0.2,84.5728,06/10/2019,10/10/2019
Standard Class,Corporate,United States,Fairfield,California,94533.0,West,Office Supplies,Binders,13.904000000000002,2.0,0.2,4.5188,06/10/2019,10/10/2019
Standard Class,Corporate,United States,Fairfield,California,94533.0,West,Office Supplies,Binders,20.72,2.0,0.2,6.475,12/10/2019,17/10/2019
Second Class,Corporate,United States,Saint Paul,Minnesota,55106.0,Central,Technology,Phones,114.95,5.0,0.0,2.299,13/10/2019,17/10/2019
First Class,Consumer,United States,San Francisco,California,94109.0,West,Office Supplies,Storage,26.96,2.0,0.0,7.0096,18/10/2019,22/10/2019
Second Class,Consumer,United States,Springfield,Virginia,22153.0,South,Furniture,Furnishings,572.76,6.0,0.0,166.1004,18/10/2019,23/10/2019
Second Class,Consumer,United States,Springfield,Virginia,22153.0,South,Furniture,Furnishings,286.38,3.0,0.0,83.0502,24/10/2019,29/10/2019
Second Class,Home Office,United States,Arlington,Virginia,22204.0,South,Furniture,Bookcases,61.96,2.0,0.0,4.3372,24/10/2019,29/10/2019
Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,Furniture,Furnishings,23.99,1.0,0.0,5.5177,26/10/2019,01/11/2019
Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,Technology,Phones,287.97,3.0,0.0,77.7519,31/10/2019,04/11/2019
Second Class,Consumer,United States,Houston,Texas,77036.0,Central,Technology,Phones,419.944,7.0,0.2,52.493,31/10/2019,04/11/2019
First Class,Consumer,United States,Pasadena,California,91104.0,West,Office Supplies,Paper,46.76,7.0,0.0,22.4448,31/10/2019,04/11/2019
First Class,Consumer,United States,Pasadena,California,91104.0,West,Office Supplies,Binders,17.712,3.0,0.2,6.4206,31/10/2019,04/11/2019
First Class,Consumer,United States,Pasadena,California,91104.0,West,Office Supplies,Appliances,21.78,2.0,0.0,5.6628,01/11/2019,05/11/2019
First Class,Consumer,United States,Pasadena,California,91104.0,West,Office Supplies,Storage,161.94,3.0,0.0,9.7164,02/11/2019,07/11/2019
First Class,Consumer,United States,Pasadena,California,91104.0,West,Furniture,Chairs,161.56799999999998,2.0,0.2,-8.0784,02/11/2019,07/11/2019
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Labels,3.69,1.0,0.0,1.7343,02/11/2019,07/11/2019
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Labels,122.12,4.0,0.0,56.1752,03/11/2019,05/11/2019
Standard Class,Consumer,United States,Columbus,Ohio,43229.0,East,Furniture,Chairs,155.372,2.0,0.3,-13.3176,03/11/2019,05/11/2019
Standard Class,Corporate,United States,Los Angeles,California,90032.0,West,Office Supplies,Paper,38.88,6.0,0.0,18.6624,03/11/2019,05/11/2019
Standard Class,Corporate,United States,Los Angeles,California,90032.0,West,Furniture,Furnishings,183.84,8.0,0.0,62.5056,03/11/2019,05/11/2019
Standard Class,Corporate,United States,Los Angeles,California,90032.0,West,Office Supplies,Supplies,579.3,5.0,0.0,28.965,03/11/2019,05/11/2019
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Accessories,14.2,1.0,0.2,3.3725,03/11/2019,05/11/2019
Standard Class,Corporate,United States,Deltona,Florida,32725.0,South,Technology,Phones,575.92,2.0,0.2,71.99,06/11/2019,11/11/2019
Standard Class,Corporate,United States,Deltona,Florida,32725.0,South,Office Supplies,Binders,5.184,6.0,0.7,-3.6288,11/11/2019,13/11/2019
Standard Class,Consumer,United States,Cincinnati,Ohio,45231.0,East,Office Supplies,Binders,5.229,3.0,0.7,-4.1832,13/11/2019,14/11/2019
Standard Class,Consumer,United States,Cincinnati,Ohio,45231.0,East,Office Supplies,Storage,285.552,2.0,0.2,35.694,13/11/2019,14/11/2019
Standard Class,Consumer,United States,Murray,Kentucky,42071.0,South,Office Supplies,Appliances,72.8,5.0,0.0,19.656,13/11/2019,14/11/2019
First Class,Consumer,United States,Wilmington,North Carolina,28403.0,South,Office Supplies,Paper,10.815999999999999,4.0,0.2,3.5152,13/11/2019,14/11/2019
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Storage,46.26,3.0,0.0,12.4902,17/11/2019,22/11/2019
First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Binders,17.46,6.0,0.8,-30.555,20/11/2019,20/11/2019
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,Furniture,Furnishings,51.071999999999996,6.0,0.2,5.1072,20/11/2019,20/11/2019
First Class,Corporate,United States,Norwich,Connecticut,6360.0,East,Office Supplies,Paper,11.34,1.0,0.0,5.5566,20/11/2019,20/11/2019
Second Class,Home Office,United States,San Francisco,California,94110.0,West,Office Supplies,Art,87.92,4.0,0.0,26.375999999999998,20/11/2019,20/11/2019
Standard Class,Consumer,United States,San Francisco,California,94109.0,West,Furniture,Furnishings,37.05,3.0,0.0,16.302,20/11/2019,20/11/2019
Standard Class,Home Office,United States,Lorain,Ohio,44052.0,East,Technology,Phones,2.97,1.0,0.4,-0.6435,20/11/2019,20/11/2019
Standard Class,Home Office,United States,Lorain,Ohio,44052.0,East,Office Supplies,Storage,27.44,2.0,0.2,2.401,22/11/2019,24/11/2019
Standard Class,Consumer,United States,Dallas,Texas,75220.0,Central,Office Supplies,Binders,1.08,3.0,0.8,-1.7280000000000002,22/11/2019,26/11/2019
Standard Class,Consumer,United States,Dallas,Texas,75220.0,Central,Office Supplies,Appliances,7.96,2.0,0.8,-13.93,22/11/2019,26/11/2019
Standard Class,Home Office,United States,Los Angeles,California,90049.0,West,Office Supplies,Binders,140.736,8.0,0.2,52.776,22/11/2019,26/11/2019
Standard Class,Consumer,United States,Middletown,Connecticut,6457.0,East,Office Supplies,Storage,552.56,4.0,0.0,0.0,22/11/2019,24/11/2019
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Furniture,Furnishings,25.11,3.0,0.0,6.5286,22/11/2019,26/11/2019
Second Class,Consumer,United States,New York City,New York,10011.0,East,Furniture,Furnishings,29.78,2.0,0.0,8.0406,22/11/2019,26/11/2019
Second Class,Consumer,United States,New York City,New York,10011.0,East,Technology,Phones,677.58,3.0,0.0,176.1708,22/11/2019,26/11/2019
Second Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Paper,75.04,8.0,0.0,36.0192,22/11/2019,26/11/2019
First Class,Corporate,United States,Jacksonville,North Carolina,28540.0,South,Technology,Machines,695.7,2.0,0.5,-27.828000000000003,23/11/2019,30/11/2019
First Class,Corporate,United States,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,15.66,5.0,0.7,-12.527999999999999,01/12/2019,02/12/2019
First Class,Corporate,United States,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,28.854,6.0,0.7,-21.1596,07/12/2019,10/12/2019
Standard Class,Consumer,United States,Freeport,New York,11520.0,East,Office Supplies,Art,47.82,3.0,0.0,14.345999999999998,07/12/2019,10/12/2019
Standard Class,Consumer,United States,Freeport,New York,11520.0,East,Office Supplies,Labels,13.05,5.0,0.0,6.002999999999999,07/12/2019,10/12/2019
Standard Class,Consumer,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Appliances,93.78,2.0,0.0,36.5742,14/12/2019,19/12/2019
Standard Class,Consumer,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Paper,47.18,7.0,0.0,23.59,14/12/2019,19/12/2019
Standard Class,Consumer,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Art,19.68,6.0,0.0,5.7072,14/12/2019,19/12/2019
Standard Class,Consumer,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,53.4,10.0,0.0,25.098000000000003,16/12/2019,20/12/2019
Standard Class,Consumer,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,35.88,6.0,0.0,17.2224,22/12/2019,27/12/2019
Second Class,Consumer,United States,Evanston,Illinois,60201.0,Central,Furniture,Chairs,258.279,3.0,0.3,-70.1043,22/12/2019,27/12/2019
First Class,Corporate,United States,Arlington,Virginia,22204.0,South,Office Supplies,Storage,31.4,2.0,0.0,7.85,22/12/2019,27/12/2019
Standard Class,Corporate,United States,San Francisco,California,94109.0,West,Technology,Phones,183.96,5.0,0.2,20.6955,22/12/2019,26/12/2019
Standard Class,Corporate,United States,San Francisco,California,94109.0,West,Office Supplies,Paper,17.61,3.0,0.0,8.4528,25/12/2019,29/12/2019
Standard Class,Corporate,United States,San Francisco,California,94109.0,West,Furniture,Tables,300.904,1.0,0.2,11.2839,25/12/2019,29/12/2019
Same Day,Consumer,United States,Houston,Texas,77036.0,Central,Office Supplies,Storage,220.77599999999998,3.0,0.2,-44.1552,25/12/2019,29/12/2019
Same Day,Consumer,United States,Houston,Texas,77036.0,Central,Office Supplies,Storage,281.42400000000004,11.0,0.2,-35.178000000000004,25/12/2019,29/12/2019
First Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Office Supplies,Paper,79.14,3.0,0.0,36.4044,25/12/2019,29/12/2019
First Class,Consumer,United States,Fort Worth,Texas,76106.0,Central,Furniture,Furnishings,1.9880000000000002,1.0,0.6,-1.4413,25/12/2019,29/12/2019
Second Class,Consumer,United States,Los Angeles,California,90049.0,West,Furniture,Chairs,145.56799999999998,2.0,0.2,0.0,25/12/2019,29/12/2019
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Art,123.256,7.0,0.2,9.2442,05/01/2016,09/01/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Paper,23.68,4.0,0.2,7.4,05/01/2016,09/01/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,309.57599999999996,4.0,0.4,-56.7556,08/01/2016,12/01/2016
First Class,Corporate,United States,Tucson,Arizona,85705.0,West,Office Supplies,Binders,38.388000000000005,14.0,0.7,-25.592,08/01/2016,12/01/2016
First Class,Corporate,United States,Tucson,Arizona,85705.0,West,Technology,Machines,95.994,2.0,0.7,-63.996,08/01/2016,12/01/2016
First Class,Corporate,United States,Tucson,Arizona,85705.0,West,Technology,Accessories,239.952,6.0,0.2,-35.9928,08/01/2016,12/01/2016
First Class,Corporate,United States,Tucson,Arizona,85705.0,West,Technology,Phones,201.584,2.0,0.2,15.1188,08/01/2016,12/01/2016
First Class,Corporate,United States,Tucson,Arizona,85705.0,West,Furniture,Chairs,899.1360000000001,4.0,0.2,-146.1096,10/01/2016,12/01/2016
First Class,Home Office,United States,Pico Rivera,California,90660.0,West,Furniture,Furnishings,145.9,5.0,0.0,62.736999999999995,10/01/2016,12/01/2016
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906.0,West,Furniture,Bookcases,590.058,7.0,0.7,-786.7439999999999,10/01/2016,13/01/2016
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906.0,West,Office Supplies,Art,14.04,3.0,0.2,1.5795,17/01/2016,18/01/2016
Standard Class,Home Office,United States,Clinton,Maryland,20735.0,East,Technology,Accessories,49.08,3.0,0.0,4.908,17/01/2016,18/01/2016
Second Class,Consumer,United States,Vallejo,California,94591.0,West,Office Supplies,Labels,29.6,2.0,0.0,14.8,17/01/2016,18/01/2016
Second Class,Consumer,United States,Vallejo,California,94591.0,West,Office Supplies,Binders,17.088,4.0,0.2,5.5536,17/01/2016,18/01/2016
Standard Class,Consumer,United States,Provo,Utah,84604.0,West,Furniture,Tables,912.75,5.0,0.0,118.6575,29/01/2016,31/01/2016
Second Class,Consumer,United States,Pleasant Grove,Utah,84062.0,West,Office Supplies,Appliances,1089.75,3.0,0.0,305.13,06/02/2016,10/02/2016
Second Class,Consumer,United States,Pleasant Grove,Utah,84062.0,West,Office Supplies,Paper,447.84,8.0,0.0,219.4416,06/02/2016,10/02/2016
Second Class,Consumer,United States,Pleasant Grove,Utah,84062.0,West,Office Supplies,Art,16.4,5.0,0.0,4.263999999999999,12/02/2016,14/02/2016
Second Class,Consumer,United States,Pleasant Grove,Utah,84062.0,West,Technology,Phones,399.96,5.0,0.2,34.9965,14/02/2016,18/02/2016
Second Class,Consumer,United States,Pleasant Grove,Utah,84062.0,West,Office Supplies,Storage,158.9,5.0,0.0,7.945,14/02/2016,18/02/2016
Second Class,Consumer,United States,Pleasant Grove,Utah,84062.0,West,Office Supplies,Binders,13.184000000000001,1.0,0.2,4.7792,14/02/2016,18/02/2016
Standard Class,Home Office,United States,Aurora,Illinois,60505.0,Central,Furniture,Furnishings,83.95200000000001,3.0,0.6,-90.2484,14/02/2016,18/02/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Office Supplies,Storage,80.98,1.0,0.0,1.6196,14/02/2016,18/02/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Office Supplies,Paper,348.84,9.0,0.0,170.9316,19/02/2016,23/02/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Office Supplies,Fasteners,9.45,5.0,0.0,0.18899999999999997,19/02/2016,23/02/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Furniture,Furnishings,18.84,3.0,0.0,7.1592,21/02/2016,27/02/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Furniture,Bookcases,239.98,2.0,0.0,52.7956,23/02/2016,27/02/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Office Supplies,Envelopes,167.96,2.0,0.0,78.9412,27/02/2016,05/03/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Technology,Phones,104.85,3.0,0.0,28.3095,27/02/2016,05/03/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Technology,Phones,484.83,3.0,0.0,126.0558,27/02/2016,05/03/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Office Supplies,Paper,122.97,3.0,0.0,60.2553,01/03/2016,07/03/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Office Supplies,Storage,154.44,3.0,0.0,1.5444,01/03/2016,08/03/2016
Same Day,Home Office,United States,Smyrna,Georgia,30080.0,South,Office Supplies,Paper,342.37,7.0,0.0,160.9139,01/03/2016,07/03/2016
First Class,Corporate,United States,Burlington,North Carolina,27217.0,South,Office Supplies,Art,9.552,3.0,0.2,1.5522,01/03/2016,08/03/2016
Standard Class,Corporate,United States,Aurora,Illinois,60505.0,Central,Furniture,Tables,652.45,5.0,0.5,-430.61699999999996,05/03/2016,05/03/2016
Standard Class,Corporate,United States,Aurora,Illinois,60505.0,Central,Furniture,Tables,66.645,3.0,0.5,-42.6528,05/03/2016,08/03/2016
First Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Binders,17.215999999999998,4.0,0.2,6.0256,08/03/2016,09/03/2016
First Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Paper,11.56,2.0,0.0,5.6644,22/03/2016,25/03/2016
First Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Accessories,88.4,4.0,0.0,11.492,23/03/2016,30/03/2016
First Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Paper,6.48,1.0,0.0,3.1104,23/03/2016,30/03/2016
Standard Class,Home Office,United States,Salem,Virginia,24153.0,South,Technology,Phones,21.8,2.0,0.0,6.104,27/03/2016,01/04/2016
Standard Class,Home Office,United States,Salem,Virginia,24153.0,South,Office Supplies,Envelopes,251.79,3.0,0.0,118.3413,29/03/2016,05/04/2016
Standard Class,Home Office,United States,Columbus,Ohio,43229.0,East,Furniture,Tables,205.176,2.0,0.4,-58.1332,29/03/2016,05/04/2016
Standard Class,Home Office,United States,Columbus,Ohio,43229.0,East,Office Supplies,Paper,419.4,5.0,0.2,146.79,29/03/2016,01/04/2016
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Supplies,10.304,1.0,0.2,-2.1896,30/03/2016,03/04/2016
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,Furniture,Tables,154.764,3.0,0.4,-36.1116,30/03/2016,03/04/2016
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,Technology,Accessories,116.78399999999999,2.0,0.2,21.897,31/03/2016,04/04/2016
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Art,75.48,2.0,0.0,19.6248,31/03/2016,04/04/2016
